LOCATION,DRAWINGNUM,CONTRACTNUM,PROJECTNUM,PROJECTMGR,ORIGINATOR,TITLE,COMMENTS,DATE
568,110,060192S/127-23,NULL,George Levinthal,Richard Mckenzie,Water Intrusion Remediation,NULL,2005-09-30 00:00:00.000
568,111,060341B/362-26,NULL,Deedee Ciancola,Ronald Sorgman,Financial Aid 4 Saasb Bldg 568,NULL,2006-01-11 00:00:00.000
568,112,060555S/127-47,NULL,Maryann Johansson,"Architects West Greg Rech ",Saasb Glass Block,NULL,2006-04-04 00:00:00.000
568,113,NULL,NULL,Jennifer Hernandez,Carlyle Decker,Office Renovation Saasb Room 1105,NULL,2008-06-10 00:00:00.000
568,114,080723/378-09,NULL,Telli Foster,Palt,4101Ss Cooling Extension,NULL,2009-01-22 00:00:00.000
568,115,100084B,NULL,Telli Foster,The Palt Co,Saasb Fourth Floor Booster Pump Addition,NULL,2009-09-03 00:00:00.000
568,116,100084B/987740,NULL,Telli Foster,The Palt Co,Saasb 4Th Floor Cooling Extension,NULL,2009-10-06 00:00:00.000
568,117,130174S,NULL,Telli Foster,"Architects West Greg Rech ",Saasb Human Resources Renovation  3Rd Floor,NULL,2012-10-02 00:00:00.000
568,118,160103B/152-15,NULL,Jordan Sager,Smartwatt Energy Inc,Interior Led Lighting Replacement,NULL,2016-04-18 00:00:00.000
568,119,FM180052B/987915,NULL,James Gonzales,unspecified,Glass Office Partitions - room 2101 SAASB - 120K dollars,NULL,2017-08-22 00:00:00.000
568,120,fm,NULL,Jennifer Hernandez,Pacific Acoustics,SAASB #2103 Financial Aid Lobby Renovation,NULL,2018-09-06 00:00:00.000
568,121,FM1800442-103-09,NULL,Croft Yjader,Collings and Associates LLC,Fire Alarm System SAASB,NULL,2018-10-16 00:00:00.000
569,124,010726S/981310,NULL,Aaron Douglas,Xa Eric L Kleiner Architect,Relocation Of Biology Shops And Storerooms To Bldg569,NULL,2001-06-18 00:00:00.000
571,102,130222S/238-70,NULL,Telli Foster,Richard Mckenzie,Bio Ii Flooring Installation 6Th  7Th Floor,NULL,2012-10-26 00:00:00.000
571,104,987798,NULL,James Gonzales,Keith Brummel,Office Renovation  Bio Ii Bldg 571,NULL,2013-03-18 00:00:00.000
571,105,:130462S/987813,NULL,James Gonzales,Blackbird Architects,Procedure Room Renovation Bdg 571,NULL,2013-03-25 00:00:00.000
571,122,:130461B/987813,NULL,James Gonzales,Blackbird Architects,Environmental Room Demolition Bldg 571,NULL,2013-03-20 00:00:00.000
571,159,900231S/162-14,162-14,John L Wightman,Lenvik And Minor Architects,Biological Sceince Ii  3Rd Floor Renovation Rooms 3101 3193 Bldg 571,NULL,1990-07-18 00:00:00.000
571,160,90023OS/162-14,162-14,John L Wightman,Lenvik And Minor Architects,Biological Sceince Ii  3Rd Floor Casework Rooms 3101 3193 Bldg 571,NULL,1990-07-18 00:00:00.000
571,163,970358S/100-28,NULL,Robert  Muhr,Verle A Williams And Associates,Cooling Tower Replacement,NULL,1999-08-01 00:00:00.000
571,165,980240L/986035L,NULL,Chris Carson,Jmpe,"Electrical Maintenance ",NULL,1998-12-29 00:00:00.000
571,172,980343B/100-53,NULL,Robert  Muhr,Southern Calif Boiler,Installation Of Bio Ii Condenser System Bldg571,NULL,1999-07-21 00:00:00.000
571,173,990375B/100-79,NULL,Robert  Muhr,Moon EngDahl,Replace Seawater Chiller Bio 2,NULL,2000-05-30 00:00:00.000
571,174,990500B/100-79,NULL,Robert  Muhr,Dahl AC,Biology 2 Building 571 Seawater Chiller Replacement,NULL,2000-10-11 00:00:00.000
571,175,030598S/124-36,NULL,Robert  Muhr,Mec,"Engine Drive Chiller System
Bio 2 Bldg 571",NULL,2003-06-02 00:00:00.000
571,176,040045S/981450,NULL,James Gonzales,Chuck Woodburn,"Bio Sciences Ii Demolition 
Room 5165",NULL,2003-09-19 00:00:00.000
571,177," 040044S/981450",NULL,James Gonzales,Chuck Woodburn,Nih Laboratory At Bio Ii Rm 5165,NULL,2003-11-03 00:00:00.000
571,178,988620,NULL,Steve Eggemeyer,Rbb Inc,Biological Sciences Buildings Renovations,NULL,2004-08-12 00:00:00.000
571,179,060653S/981510,NULL,James Gonzales,Chuck Woodburn,Burham Lab,NULL,2006-05-20 00:00:00.000
571,180," 080263S/981580",NULL,James Gonzales,Chuck Woodburn,Stem Cell Renovation Rooms 3175  3166,NULL,2007-11-01 00:00:00.000
571,181,,NULL,Jennifer Hernandez,,Boi Ii Rm  6168,NULL,2007-11-29 00:00:00.000
571,182,080331B/076-81,NULL,Jennifer Hernandez,Chuck Woodburn,Room 6168 Vivarium Food Prep Area,NULL,2007-12-07 00:00:00.000
571,183,090222L/981630,NULL,James Gonzales,Cuh2A,Stem Cell Ii,NULL,2008-11-26 00:00:00.000
571,184,090221L/981640,NULL,James Gonzales,Cuh2A,Bio Sci Cage Wash,NULL,2008-11-26 00:00:00.000
571,185,090343S/987723,NULL,James Gonzales,Cuh2A,4Th Floor Glass Wash Relocation,NULL,2009-04-01 00:00:00.000
571,186,100198S/118-77,NULL,George Levinthal,The Palt Co,Bio Ii Boiler Replacement,NULL,2009-12-17 00:00:00.000
571,187,,NULL,Telli Foster,Bildsten  Sherwing Design Studio Inc,6Th Floor Office Renovation Rm 6139 6141,NULL,2009-06-20 00:00:00.000
571,188,100281L/137-14,NULL,Steve Eggemeyer,Mechanical Engineering Consultants,Nwe Chiller System Bio Ii,NULL,2010-09-30 00:00:00.000
571,189,110447S,NULL,James Gonzales,Santa Barbara Electrical Design Bob Nettles,Fire Alarm System Mass Notification,NULL,2011-04-12 00:00:00.000
571,190,120432B/139-05,NULL,Telli Foster,Salas Obrien   Victor Waytek,Addition Of Humidification To Bio Ii Vivarium Bldg 571,NULL,2012-03-16 00:00:00.000
571,191,130480S,NULL,James Gonzales,Hdr,Wall Finish Upgrade Bio Ii,NULL,2013-04-01 00:00:00.000
571,192,140250L/981820,NULL,James Gonzales,Blackbird Architects,Laboratory Renovations 4Th Floor Building 571,NULL,2013-11-15 00:00:00.000
571,193,140375L/981890,NULL,James Gonzales,Goss Engineering,Bio Ii Hvac Modernizations Project Bldg 571,NULL,2014-02-24 00:00:00.000
571,194," 160204B/247-60",NULL,James Gonzales,"Architects West Greg Rech ",Bio II Montell Mosquito Lab,NULL,2015-12-04 00:00:00.000
571,195,160357L,NULL,James Gonzales,Roesling Nakamura Terada Architects Inc,24752 Fly Neuroscience Lab Rm 2159 Bldg 571 Biological Sciences Ii,NULL,2016-03-23 00:00:00.000
571,196,160358L,NULL,James Gonzales,Roesling Nakamura Terada Architects Inc,24758 Sea Water Lab Rm 1139 Bldg 571 Biological Sciences Ii,NULL,2016-03-23 00:00:00.000
571,197,160359S,NULL,James Gonzales,"Architects West Greg Rech ",24761 Physiology Lab Rm 5133 Bldg 571 Biological Sciences Ii,NULL,2016-03-23 00:00:00.000
571,198,170132B/987888,NULL,James Gonzales,Goss Engineering,Chilled Water Infrastructure Biological Sciences Ii Bldg 571,NULL,2016-10-28 00:00:00.000
571,199,FM180071B/987907,NULL,James Gonzales,Salas O'Brien,"ARC Suite HVAC modifications, bldg. 571 rooms 7165 A,B,C",NULL,2017-08-29 00:00:00.000
571,200,987930,NULL,Telli Foster,Architects West,Mosquito Lab Remodel,A renovation to lab created by job# 571-194,2018-01-17 00:00:00.000
571,201,FM982002,NULL,Karl Burrelsman,Architects West,Bio II Marine Ecology Labs,,2018-08-30 00:00:00.000
571,202,TBD,NULL,Ernest Knapp,Ernest Knapp,Rooms 3144 and 3154 Renovation,,2018-09-27 00:00:00.000
571,203,FM200114S/987976,NULL,Telli Foster,RNT Architects,Bio II Seawater 1132 Froelich Lab,,2019-08-26 00:00:00.000
571,204,FM190464S/102/37,NULL,George Levinthal,Ehlen Spiess and Haight,Bio-II Brow Repair Project,,2019-09-12 00:00:00.000
571,205,FM200157L/982030,NULL,"Telli Foster, Mimi Fontanills",TBD,"Bio II Rooms 5175 & 6101 Lab Renovation, Bldg. 571",,2019-09-27 00:00:00.000
571,206,WO: 102-60 (Deferred Maintenance),NULL,Telli Foster,Shubin Donaldson,Bio II Floor Drain Modifications,,2019-10-28 00:00:00.000
571,207,FM210028S/987014,NULL,Jennifer Hernandez,Shubin & Donal,Bio II 2115 Fly Lab Renovation,,2020-08-13 00:00:00.000
571,208,FM210298S/987028,NULL,Telli Foster,Shubin Donaldson,"Bio II  Bio 2 Mosquito Lab Expansion Level 7 Rooms 7165a, 7168, 7168a, 7169",,2021-04-28 00:00:00.000
572,215,960120S/988804,NULL,Robert  Muhr,Tmad,Cooling Tower Replacement,NULL,1997-04-21 00:00:00.000
572,216,990204S/100-75,NULL,Robert  Muhr,Tmad,Replace ChillerBroida Hall Bldg 572,NULL,1999-10-25 00:00:00.000
572,217,Unknow,,unknown,TMAD,Broida Physics Building Renewal & Seismic Corrections,NULL,2000-04-07 00:00:00.000
572,218,030431S/248-39,NULL,Deedee Ciancola,Xa Architects,Broida 2Nd Floor Remodel,NULL,2003-03-10 00:00:00.000
572,219,030552S/104-90,NULL,Deedee Ciancola,Ronald Sorgman,Deck ReplacementBroida Hall,NULL,2003-03-12 00:00:00.000
572,220,040049/124-74,NULL,Marsha Zilles,Xa Architects,Broida Hall Building 572 Recladding Project,NULL,2003-07-18 00:00:00.000
572,221," 030428B",NULL,Deedee Ciancola,Class One Technology,5324 Broida Clean Room,NULL,2003-04-15 00:00:00.000
572,222,05009713,NULL,Mark Peppers,Mark Peppers,Broida Equipment Cooling Heat Exchanger,NULL,2004-09-01 00:00:00.000
572,223,070168S/268-91,NULL,Deedee Ciancola,Vince Leifer And Associates,Broida Room 2233 Remodel,NULL,2006-09-25 00:00:00.000
572,224,NULL,NULL,George Levinthal,Hired By The Contractor,Fel Bridge Crane Installation Room 1366,NULL,2007-11-08 00:00:00.000
572,225,110098S/981730,NULL,Roger Monte,Robert Mahterian Architects,Broida Room 1219 Lab Modifications,NULL,2010-07-06 00:00:00.000
572,226,110237S/137-02,NULL,George Levinthal,,Broida Hall Exhaust Fan Replacement,NULL,2010-11-18 00:00:00.000
572,227," 120207S/987779",NULL,Roger Monte,Robert Mahterian Architects,"Broida Hall Bldg 572 Room 3416 Modifications
Broida Hall Bldg 572 Room 3416 Modifications
Broida Hall Bldg 572 Room 3416 Modifications
Broida Hall Bldg 572 Room 3416 Modifications

",NULL,2011-10-12 00:00:00.000
572,228,150524B,NULL,Telli Foster,Robert Mahterian Architects,"Broida Hall  1332  1324 Lab Remodel ",NULL,2014-10-27 00:00:00.000
572,229,FM170062L/981985,NULL,Telli Foster,Hdr,Broida 1251 Renovation,NULL,2016-08-23 00:00:00.000
572,230,247-90,NULL,Jennifer Hernandez,Jennifer Hernandez,Broida Hall  Room 4406 Lab Updates,NULL,2017-09-13 00:00:00.000
572,231,FMTBD,NULL,Jennifer Hernandez,Ed Blaschke,Broida Hall 4412 & 4418 Laboratory Renovation,"Broida Hall 4412 & 4418 Laboratory Renovation
FM# TBD
WO# 247-95
Minor Cap # TBD
Drawings created by: In House (Ed Blaschke)",2018-01-30 00:00:00.000
572,232,tbd,NULL,Telli Foster,tbd,Broida 1310 Lab Renovation,,2018-06-05 00:00:00.000
572,233,tbd,NULL,Telli Foster,Shubin Donaldson,Broida Hall room 5334 beam and hoist installation,,2019-07-26 00:00:00.000
572,234,"FM200344L ",NULL,Telli Foster,Shubin Donaldson,"Neutrino & Dark Matter Laboratory UCSB Broida Hall, Bldg 572, Level 4 ",,2020-02-13 00:00:00.000
572,235,FM200344L/982045,NULL,Telli Foster,Shubin Donaldson,Neutrino & Dark Matter Lab,,2021-03-16 00:00:00.000
573,103,120194S/101-83,NULL,George Levinthal,Peikert Group Architects Llp,Buchanan Hall Lighting Renewal Bldg 573 Room 1910,NULL,2011-10-05 00:00:00.000
573,104,FM200519L/102-59,NULL,Jennifer Pierce,AEI,Buchanan Air Handling Unit AHU HVAC Replacement,NULL,2020-06-10 00:00:00.000
573,105,FM220010B/100-09,NULL,Jennifer Pierce,Collings & Assoc,Buchanan FA Fire Alarm Replacement,NULL,2021-07-19 00:00:00.000
573,106,tbd,NULL,Perrin Pellegrin,19-6 Architects,Buchanan Hall Roof,NULL,2021-07-20 00:00:00.000
574,119,070093B/,NULL,Telli Foster,Penfield And Smith  Stantec,Public Safety Conduit,NULL,2006-08-09 00:00:00.000
574,120,090006B/387-21,NULL,Carlyle Decker,Palt,Public Safety Hvac Rehabilitation,NULL,2008-08-26 00:00:00.000
574,121,140232S/078-32,NULL,Telli Foster,Thompson Naylor Architects,Police Courtyard Renovation  Armory,NULL,2013-11-05 00:00:00.000
574,122,FM18035OB/101-88,NULL,Jennifer Hernandez,AB Design,UCSB Fire Station 17 Locker Room and Bath Remodel,"
",2018-04-10 00:00:00.000
574,123,FM180469S/101-45,NULL,Edward Schmittgen,Richard McKenzie,Fire Station Re-Roof,,2018-08-30 00:00:00.000
574,124,none,NULL,Comm Services,JMPE,Best Available Electrical Distribution Building 574,,2017-03-14 00:00:00.000
575,112,080436S/981600/223-21,NULL,George Levinthal,Robert Mahterial Associates,Cosmogenic Nuclide Lab Remodel Rm 1111,NULL,2008-02-15 00:00:00.000
575,113,NULL,NULL,George Levinthal,Roesling Nakamura Terada Architects Inc,Cloud Lab Building Modifications,NULL,2016-04-06 00:00:00.000
575,114,FM190094S/987952,NULL,Jennifer Hernandez,RNT,Room Number 1111 Raven Laboratory Renovation,NULL,2018-08-29 00:00:00.000
575,115,FM190284B/987966 and 67,NULL,Jennifer Hernandez,RNT,"575 #1113 Raven Lab Renovation - Phases 1 and 2
FM190283B/987966  AND  FM190284B/987967",NULL,2019-02-13 00:00:00.000
578,101,030123L/980390,NULL,Croft Yjader,Lenvik And Minor,Harder Stadium Offices,NULL,2002-10-15 00:00:00.000
578,102,080070B/109-51,NULL,Croft Yjader,Penfield And Smith  Stantec,Hardes Stadium Offices Flammable Storage Container,NULL,2007-07-23 00:00:00.000
578,103,090340B/077-28,NULL,George Levinthal,Rec Solar,Harder South Photovoltaic Project,NULL,2009-06-08 00:00:00.000
580,116,020457B/107-2,NULL,Croft Yjader,Chuck Woodburn,Harder Containers Relocation,NULL,2002-04-02 00:00:00.000
580,117,,NULL,Celeste Manolas,Suding,Harder Stadium Turf Restoration,NULL,2003-04-28 00:00:00.000
580,118,,NULL,Croft Yjader,,Harder Stadium  Site Improvements For Flammable Storage Container,NULL,2005-05-11 00:00:00.000
580,119,"   117-34",NULL,David Inouye,David Inouye,Harder Stadium Site Improvements Project 11734,NULL,2005-11-01 00:00:00.000
580,120,070256B/987678/264-65,NULL,Deedee Ciancola,Chuck Woodburn,Harder Stadium Ada Ramp,NULL,2006-11-17 00:00:00.000
580,121,,NULL,Carlyle Decker,Pb Telecom by Clear Wireless," Stadium Radio Transmitter Equipment Mount",NULL,2007-06-30 00:00:00.000
580,122,100280S/987752,NULL,Deedee Ciancola,Suding Design,Harder Stadium Turf  Irrigation Project,NULL,2010-03-20 00:00:00.000
580,123,100303S/245-60,NULL,Deedee Ciancola,Blackbird Architects,Harder Stadium Press Box Renovation,NULL,2010-03-25 00:00:00.000
580,125,100396S/293-65,NULL,Deedee Ciancola,Blackbird Architects,Harder Stadium Concession,NULL,2010-06-04 00:00:00.000
580,126,100397S/077-57,NULL,Deedee Ciancola,Blackbird Architects,Harder Stadium Curtice Gate,NULL,2010-06-04 00:00:00.000
581,202,FM130557L/981740,NULL,Joe Van Thyne,Moore Ruble Yudell,Faculty Club Renovation and Guest House Addition,NULL,2018-03-06 00:00:00.000
581,203,TBD,NULL,Paul Kouns,Van Sande,Faculty Club Windscreen Installation,NULL,2018-03-01 00:00:00.000
584,106,010597-S/100-41,NULL,Emilio Casanueva,Xa Architects,Facilities Village Project,NULL,2001-03-01 00:00:00.000
584,107,030386B/103-68,NULL,Emilio Casanueva,Murray Duncan And Van Sande,Renovation Of Stoke Room,NULL,2003-02-03 00:00:00.000
585,106,930166S/103-28,NULL,Chris Carson,Salvador Melendez,Water Booster Plant,NULL,1994-07-05 00:00:00.000
585,107,970144L/986060,NULL,Ed Marini,Penfield And Smith  Stantec,Water System Improvements,NULL,1997-10-31 00:00:00.000
586,114,020452L/988705,NULL,Ed Marini,Phillips Metsch Saweeny Moore Architects,San Rafael Hall Seismic Corrections And Renovations Towers,NULL,2002-06-02 00:00:00.000
586,116,NULL,NULL,Croft Yjader,Ehlen Speiss And Haight Inc,San Rafael Generator Replacement Project,NULL,2011-09-09 00:00:00.000
586,117," 130155S/986395/150-92",NULL,Daniel Belding,Guidepost Solutions,San Rafael EKey System Expansion Bldg 586  587,NULL,2012-09-10 00:00:00.000
587,105,970315B/290-41,NULL,Moe Hurtado,John Pittman,"Carpet Replacement ",NULL,1998-04-20 00:00:00.000
587,106,020452L/988705,NULL,Ed Marini,Phillips Metsch Saweeny Moore Architects,"San Rafael Hall Seismic Corrections And Renovations Clusters
See 586114",NULL,2002-06-02 00:00:00.000
587,107,050636B/433-19,NULL,Telli Foster,UCSB Communication Services,San Rafael Intercept,NULL,2005-05-19 00:00:00.000
587,108,110344S/293-76,NULL,George Levinthal,,San Rafael Residence Hall Painting Project,NULL,2011-02-07 00:00:00.000
587,109," 130155L/986395",NULL,Daniel Belding,Guidepost Solutions,"San Rafael EKey System Expansion
  See 586117",NULL,2012-09-10 00:00:00.000
588,159,970169S/315-57/804020,NULL,Robert  Muhr,Salvador Melendez,Related Work To Asbestos Abatement,NULL,1998-02-03 00:00:00.000
588,162,990452B/315-68,NULL,Robert  Muhr,"Moon Engineering Inc ",Air Handler Unit Replacement Student Health Services Bldg 588,NULL,2000-03-29 00:00:00.000
588,163,010544S/315-72,NULL,Croft Yjader,Salvador Melendez,Lobby Alterations,NULL,2000-03-20 00:00:00.000
588,164,,NULL,Croft Yjader,Salvador Melendez,Students Health Lab Offices Remodel,NULL,2003-02-12 00:00:00.000
588,165,,NULL,Croft Yjader,Salvador Melendez,Student Health Unisex Toilet Conversion,NULL,2005-02-05 00:00:00.000
588,166," ",NULL,Croft Yjader,Salvador Melendez,Student Health Lobby Alternation,NULL,2005-02-06 00:00:00.000
588,167,,NULL,Croft Yjader,Salvador Melendez,Student Health Romm 1308A Women'S Restroom Upgrade,NULL,2005-02-06 00:00:00.000
588,168,060116B/987641/315-08,NULL,Croft Yjader,Li And Associates,Student Health Break Room Patio Slab,NULL,2005-08-18 00:00:00.000
588,169,060185B/102-65,NULL,Croft Yjader,Salvador Melendez,Student Health Tiolet Upgrades Rooms1205 And 1207,NULL,2005-10-14 00:00:00.000
588,170," 080562",NULL,Jennifer Hernandez,Ronald Sorgman,Student Health Yurt,NULL,2008-04-16 00:00:00.000
589,527,480-20,NULL,Moe Hurtado,Comm Services Inc,AtT Wireless Antenna Site,NULL,2004-01-07 00:00:00.000
589,528,050090B/480-25,NULL,Mark Peppers,The Palt Company Vic Waytek And Jim Wagner,Storke Tower Utility Remodel,NULL,2004-05-20 00:00:00.000
591,116,010479B/100-48,NULL,Robert  Muhr,Mec,Replace Boiler Kerr Hall Bldg 591,NULL,2001-01-01 00:00:00.000
591,118,080401S/101-59,NULL,George Levinthal,Chuck Woodburn,Kerr Hall ReRoofing,NULL,2008-02-01 00:00:00.000
591,119,090127S/077-16,NULL,Jennifer Hernandez,Chuck Woodburn,Kerr Hall Learning Lab Rm 2160,NULL,2008-09-11 00:00:00.000
591,120,090128S/077-17,NULL,Jennifer Hernandez,Chuck Woodburn,Kerr Hall Rm 1110,NULL,2008-09-11 00:00:00.000
591,121,090220B/161-54,NULL,Jennifer Hernandez,Carlyle Decker,Digital Editing Lab Remodel,NULL,2008-12-12 00:00:00.000
591,122,120120B,NULL,Jennifer Hernandez,Chuck Woodburn,Kerr Hall 21402160 Els Office Renovation,NULL,2011-09-01 00:00:00.000
591,123,NULL,NULL,Jennifer Hernandez,Jennifer Hernandez,Kerr Hall Room 1150 Remodel,NULL,2016-08-24 00:00:00.000
591,124,,NULL,Jennifer Hernandez,,Kerr Hall Office 2160 Remodel,NULL,2017-06-21 00:00:00.000
591,125,110-10,NULL,George Levinthal,Sunpower,Campus Photovoltaic - Phase III - Sunpower,NULL,2018-02-20 00:00:00.000
591,126,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,Kerr & Psychology Boiler Replacement (591 & 551),NULL,2019-01-14 00:00:00.000
594,103,010597-S/100-41,NULL,Emilio Casanueva,Xa Architects,Facilities Village Project,NULL,2001-03-01 00:00:00.000
595,103,010597-S/100-41,NULL,Emilio Casanueva,Xa Architects,Facilities Village Project,NULL,2001-03-01 00:00:00.000
615,103,070242S/987666,NULL,James Gonzales,Chuck Woodburn,Mrl Lab Remodel,NULL,2006-11-02 00:00:00.000
615,104,981910,NULL,George Levinthal,Roesling Nakamura Terada Architects Inc,Materials Research Lab InFill Project,NULL,2015-02-03 00:00:00.000
615,105,160277/152-26,NULL,George Levinthal,Roesling Nakamura Terada Architects Inc,Mrl Soffit Replacement,NULL,2016-03-30 00:00:00.000
615,106,FM________S/101-05,NULL,James Gonzales,tbd,"Elevator Modernization & Jack Replacement MRL, Music & Hatlin Theater",NULL,2018-01-25 00:00:00.000
615,107,FM#190028JOC,NULL,Jennifer Pierce,Goss Engineering,Phelps and MRL Boiler Replacement (560 & 615),NULL,2019-01-14 00:00:00.000
657,107,970121S/103-09/722269,NULL,Aaron Douglas,William Araluce,Laboratory Modifications Room 4670 G,NULL,1998-02-01 00:00:00.000
657,108,010177L/988806,NULL,Ed Marini,Verle A Williams And Associates,Laboratory Fume Hood Conversions Vav,NULL,2000-09-01 00:00:00.000
657,109,130624B/248-83,NULL,Croft Yjader,Paul Tziouvaras,Psbn Room 4633 Fume Hood,NULL,2013-07-03 00:00:00.000
657,110,140327L/141-11,NULL,Croft Yjader,Goss Engineering,"Psb North Hvac Modifications	",NULL,2014-01-22 00:00:00.000
657,201,874200,NULL,Alan Walker,The Ratcliff Architects,"Physical Sceinces Buildings
North Building",NULL,1990-11-30 00:00:00.000
657,203,030332S/987552,NULL,James Gonzales,Xa Architects,Grad Student Offices,NULL,2003-01-07 00:00:00.000
657,205,050011B/110-44,NULL,Mark Peppers,Mark Peppers,Psb North Boiler Replacement,NULL,2004-12-11 00:00:00.000
657,206,,NULL,James Gonzales,Chuck Woodburn,Psb North Laboratory,NULL,2006-06-05 00:00:00.000
657,207,1000215/248-07,NULL,Mark Schwartzbach,Robert Mahterian Architects,Psb NortrhLab Conversions 1612 1622 1612A 1511 1614 1645,NULL,2009-07-27 00:00:00.000
657,208,FM180054B/247-40,NULL,Telli Foster,Vic - Salas Obrien,PSBN Fume Hood Install PSBN Room 1649,NULL,2017-08-23 00:00:00.000
657,209,FM180039B/101-90,NULL,Richard Dewey,Signet Controls Incorporated,"PSB North Pneumatic Thermostat Replacement, Bldg. 657, UCSB",NULL,2018-02-06 00:00:00.000
657,210,FM190231L,NULL,Jennifer Pierce,Goss Engineering,PSBN & Chemistry Boiler Upgrade (657 & 557),NULL,2019-01-14 00:00:00.000
657,211,TBD,NULL,Jennifer Pierce,Goss Engineering,PSBN Air Handler Unit 5 replacement. Physical Science Building North AHU,NULL,2020-08-04 00:00:00.000
672,102,981180,NULL,Steve Eggemeyer,Tmad Engineers Inc,Physics Optic Laser Lab Relocations,NULL,1999-07-01 00:00:00.000
672,201,874200,NULL,Alan Walker,The Ratcliff Architects,"Physical Sceinces Buildings
South Building",NULL,1990-11-30 00:00:00.000
672,202,170188B/101-76,NULL,Croft Yjader,Collings And Associates,Psb South Fire Alarm Project,NULL,2017-05-22 00:00:00.000
672,203,"FM200344L ",NULL,Telli Foster,Shubin Donaldson,"Neutrino & Dark Matter Laboratory UCSB Physical Sciences Building North, Bldg 672, Level 1",NULL,2020-02-13 00:00:00.000
672,204,FM200344L/982045,NULL,Telli Foster,Shubin Donaldson,Neutrino & Dark Matter Lab,NULL,2021-03-16 00:00:00.000
701,136,140025S,NULL,Daniel Belding,Murray Duncan Architects Inc,West Campus Apartments Exterior RenovationsPhase 1,NULL,2013-07-17 00:00:00.000
701,137,140328S/986470,NULL,Ray Aronson,Penfield And Smith  Stantec,San Juaquin Phase Zero Parking Lot,NULL,2014-01-22 00:00:00.000
701,138,160401B,NULL,Ashley Monser,Landscape Structures Llc,West Campus Family Student Housing Playground,NULL,2016-04-19 00:00:00.000
701,139,tbd,NULL,Ernest Knapp,Ernest Knapp,West Campus Apartments Storm Damage Repairs,NULL,2019-03-15 00:00:00.000
758,128,020451L/986465,NULL,Ed Marini,Rbb Architects,Storke Family Student Housing Seismic Corrections And Renovations,NULL,2002-06-02 00:00:00.000
758,132,130295S,NULL,Telli Foster,P2S," Storke Interior Wiring",NULL,2012-12-19 00:00:00.000
758,133,140024L,NULL,Daniel Belding,Murray Duncan Architects Inc,Storke Apartments Exterior RenovationsPhase 1,NULL,2013-07-17 00:00:00.000
794,106,020451L/986465,NULL,Ed Marini,Rbb Architects,"Storke Family Student Housing Seismic Corrections And Renovations
See 758128",NULL,2002-06-02 00:00:00.000
805,107,NULL,NULL,David Chapman,UCSB Communication Services,"Santa Ynez Overall Duct Route
Communications",NULL,2000-02-29 00:00:00.000
805,108,010557B/291-19,NULL,Ray Aronson,Penfield And Smith  Stantec,"Santa Ynez Ada Ramps And Sidewalks At Los CarnerosEl Colegio Road
",NULL,2001-03-02 00:00:00.000
805,109,010558L/291-11,NULL,Ray Aronson,Penfield And Smith  Stantec,"Ucsb Santa Ynez AptsWest  Parking Lot Paving And Drainage Rehab Project
Area 1",NULL,2001-03-02 00:00:00.000
805,112,090320S,NULL,George Levinthal,Richard Mckenzie,Santa Ynez Floor Covering Replacement Project,NULL,2009-03-17 00:00:00.000
805,113,"  293-45",NULL,Daniel Belding,Penfield And Smith  Stantec,Santa Ynez Entrance Realignment,NULL,2010-01-29 00:00:00.000
805,114,100246B,NULL,George Levinthal,,Santa Ynez 300'S Floor Covering Project Bldgs 812 8123 814 816 819,NULL,2010-02-16 00:00:00.000
805,115,NULL,NULL,Ray Aronson,Penfield And Smith  Stantec,Santa Ynez Fire Lane Replacement,NULL,2010-04-08 00:00:00.000
805,116,110333S/293-77,NULL,George Levinthal,,"Santa Ynez Apts ""300'S"" Refurbishment",NULL,2011-02-01 00:00:00.000
805,117,120286L,NULL,George Levinthal,,Santa Ynez 200'S Apartments Renovation,NULL,2011-12-01 00:00:00.000
805,118,130268L/986475,NULL,Jennifer Hernandez,Richard Mckenzie,Santa Ynez 100'S Apartment Refurbishment,NULL,2012-11-29 00:00:00.000
805,119,150312L,NULL,Jennifer Hernandez,Richard Mckenzie,Santa Ynez 400'S Apartments Refurbishment,NULL,2015-01-07 00:00:00.000
815,106,990255B/290-88,NULL,Moe Hurtado,Salvador Melendez,ReRoof Low Slope Roofs Santa Ynez   Storke Ii Apts,NULL,1999-11-16 00:00:00.000
815,107,130395B/063-65,NULL,George Levinthal,Penfield And Smith  Stantec,See Drawing 34115 Roads Walks Parking General For Reference,NULL,2013-02-26 00:00:00.000
817,102,130395B/063-65,NULL,George Levinthal,Penfield And Smith  Stantec,See Drawing 34115 Roads Walks Parking General For Reference,NULL,2013-02-26 00:00:00.000
833,101,050286L,NULL,Erich Brown,Rdae,San Clemente Student Housing,NULL,2005-02-07 00:00:00.000
834,101,140485L,NULL,Ray Aronson,Penfield And Smith  Stantec,Kitp Residence,NULL,2014-09-03 00:00:00.000
839,101,050285L,NULL,Erich Brown,Rdae,San Clemente Praking Structure,NULL,2005-02-02 00:00:00.000
839,102,160017/118-94,NULL,George Levinthal,Sunpower,Campus Photovoltaic Solar Project,NULL,2016-01-20 00:00:00.000
860,201,988730,NULL,Ron Strahl,Rebecca L Binder FAIA,Francisco Torres Seismic Corrections  Renovations,NULL,2003-08-11 00:00:00.000
